Brand,Age,kmDriven,Transmission,Owner,FuelType,AskPrice,AskPrice_Log
Maruti Suzuki,6,70000.0,Automatic,first,petrol,560000,13.235693848424024
Maruti Suzuki,11,24500.0,Manual,first,petrol,199000,12.201065128819632
Mahindra,5,65000.0,Manual,first,diesel,975000,13.790193775620484
Maruti Suzuki,1,30000.0,Automatic,first,hybrid/cng,1190000,13.989464705423494
Maruti Suzuki,2,55000.0,Automatic,second,hybrid/cng,550000,13.217675375388819
Audi,7,99000.0,Automatic,first,diesel,2800000,14.845130332288226
Hyundai,4,35000.0,Automatic,first,petrol,1190000,13.989464705423494
Hyundai,1,27000.0,Automatic,first,petrol,1250000,14.038654909278163
Hyundai,8,55000.0,Manual,second,petrol,675000,13.42246945133505
Maruti Suzuki,10,300000.0,Manual,first,diesel,470000,13.060490101343552
Maruti Suzuki,11,107968.0,Manual,second,hybrid/cng,180000,12.100717685412471
Tata,3,51000.0,Automatic,second,diesel,1790000,14.397726736475999
Hyundai,12,79810.0,Manual,second,hybrid/cng,200000,12.206077645517674
Maruti Suzuki,2,20000.0,Manual,first,petrol,485000,13.091906231773164
Hyundai,22,28000.0,Manual,first,petrol,160000,11.982935344196433
Kia,4,32000.0,Automatic,second,diesel,1125000,13.933294482509151
Hyundai,11,96000.0,Manual,first,diesel,425000,12.959846800844963
Hyundai,6,156000.0,Manual,first,hybrid/cng,350000,12.765691290604371
Maruti Suzuki,7,55125.0,Manual,first,petrol,265000,12.487488878546145
MG,2,67000.0,Automatic,second,hybrid/cng,1150000,13.955273369904273
Honda,8,74381.0,Automatic,first,hybrid/cng,599999,13.304684934198283
Tata,3,33000.0,Manual,first,diesel,845000,13.647093089770562
Maruti Suzuki,5,60000.0,Automatic,first,hybrid/cng,385000,12.861001210669146
Hyundai,6,56000.0,Manual,first,hybrid/cng,475000,13.07107218827772
Maruti Suzuki,8,41258.0,Manual,second,hybrid/cng,365000,12.807655372286902
Mahindra,13,110000.0,Manual,first,diesel,650008,13.384741487929809
Hyundai,8,54200.0,Automatic,first,petrol,399000,12.896719202134523
Skoda,9,99000.0,Automatic,second,diesel,485000,13.091906231773164
Maruti Suzuki,11,73000.0,Manual,second,petrol,300000,12.611541086966115
Renault,9,53000.0,Manual,first,petrol,245000,12.409017571151187
Hyundai,12,80000.0,Automatic,second,hybrid/cng,300000,12.611541086966115
Maruti Suzuki,2,19000.0,Manual,first,petrol,610000,13.321215875492413
Skoda,12,25000.0,Manual,second,petrol,179000,12.095146671399466
Maruti Suzuki,6,54000.0,Manual,first,petrol,497000,13.116347317149176
Skoda,4,31010.0,Automatic,second,petrol,1515000,14.230926656991395
Skoda,6,54000.0,Automatic,first,diesel,945000,13.758941264676379
Toyota,9,104000.0,Automatic,second,hybrid/cng,625000,13.345508528717259
Mercedes-Benz,8,85000.0,Automatic,second,diesel,2450000,14.711598990684092
Maruti Suzuki,6,52500.0,Manual,second,petrol,240000,12.388398368982115
Tata,13,100413.0,Manual,first,diesel,85000,11.350418300109132
Maruti Suzuki,12,66000.0,Manual,second,petrol,175000,12.07254696717504
Maruti Suzuki,7,72000.0,Manual,first,diesel,695000,13.451668563394815
Ford,7,19000.0,Automatic,first,petrol,8275000,15.928749600073315
Maruti Suzuki,8,39000.0,Automatic,second,petrol,325000,12.691583538230217
Maruti Suzuki,8,60000.0,Manual,second,hybrid/cng,485000,13.091906231773164
Mahindra,2,90000.0,Manual,first,diesel,800000,13.592368256649284
Maruti Suzuki,1,10500.0,Manual,first,petrol,830000,13.629182184591333
Mercedes-Benz,10,300000.0,Automatic,second,diesel,599000,13.303018546545275
Maruti Suzuki,4,70000.0,Manual,second,hybrid/cng,450000,13.017005083966255
Jeep,2,65000.0,Automatic,second,petrol,5600000,15.53827733427679
Volvo,12,122000.0,Automatic,second,diesel,885000,13.69334405393293
Maruti Suzuki,6,65000.0,Automatic,second,hybrid/cng,475000,13.07107218827772
Toyota,5,94000.0,Manual,first,diesel,1875000,14.444119750719839
Maruti Suzuki,8,72000.0,Manual,second,petrol,370000,12.821260987319457
Maruti Suzuki,7,66000.0,Manual,first,hybrid/cng,370000,12.821260987319457
Renault,1,19800.0,Automatic,first,hybrid/cng,850000,13.652992804936396
Hyundai,7,80000.0,Manual,second,petrol,545000,13.208542908506082
Honda,14,93000.0,Automatic,first,hybrid/cng,235000,12.367345048436391
Maruti Suzuki,2,29000.0,Automatic,first,petrol,570000,13.25339339419516
Maruti Suzuki,5,300000.0,Automatic,first,petrol,690000,13.444448325847754
Maruti Suzuki,4,80000.0,Manual,first,hybrid/cng,210000,12.25486757159303
Hyundai,7,62000.0,Manual,second,hybrid/cng,425000,12.959846800844963
Maruti Suzuki,9,76000.0,Automatic,second,petrol,179999,12.100712129872347
Maruti Suzuki,6,105000.0,Automatic,second,hybrid/cng,380000,12.847929163278053
Maruti Suzuki,4,49000.0,Manual,first,petrol,540000,13.199326270390594
Honda,8,60000.0,Manual,second,diesel,520000,13.161586013632684
Tata,6,53550.0,Automatic,first,hybrid/cng,450000,13.017005083966255
Maruti Suzuki,5,48000.0,Manual,first,diesel,870000,13.676249640055394
Maruti Suzuki,4,40000.0,Automatic,first,petrol,610000,13.321215875492413
Toyota,9,200000.0,Manual,second,diesel,440000,12.994532278619134
Datsun,6,45213.0,Manual,first,petrol,225001,12.32386457003594
Hyundai,11,50000.0,Manual,first,hybrid/cng,185000,12.128116509451258
Maruti Suzuki,5,81000.0,Manual,second,petrol,260000,12.468440756144114
Hyundai,8,100000.0,Automatic,second,hybrid/cng,775000,13.560619598657233
Maruti Suzuki,12,100000.0,Automatic,second,hybrid/cng,140000,11.849404844423074
Hyundai,9,68000.0,Manual,second,hybrid/cng,375000,12.834683971615659
Mercedes-Benz,9,159000.0,Automatic,second,diesel,2975000,14.905754933096265
Mahindra,4,72045.0,Manual,first,diesel,780000,13.567050480716235
Maruti Suzuki,8,77000.0,Automatic,second,hybrid/cng,489999,13.102160670086809
Honda,7,40000.0,Manual,second,hybrid/cng,400000,12.899222326086994
Toyota,5,28000.0,Automatic,first,petrol,1499000,14.22030944419592
Toyota,13,82000.0,Manual,second,hybrid/cng,275000,12.524530013005734
Ford,7,61101.0,Manual,second,hybrid/cng,375000,12.834683971615659
Audi,11,70334.0,Automatic,second,diesel,950000,13.76421831620775
Hyundai,7,120000.0,Manual,second,diesel,630000,13.353476685668044
Audi,8,75000.0,Automatic,second,diesel,999999,13.815510557964274
Hyundai,2,19523.0,Automatic,first,petrol,1799999,14.403297222866392
BMW,8,300000.0,Automatic,second,diesel,1895000,14.45472992420301
Hyundai,8,51200.0,Automatic,second,petrol,539000,13.197472705176983
Maruti Suzuki,15,83000.0,Manual,second,hybrid/cng,169000,12.037659911047468
Kia,5,39000.0,Manual,first,petrol,1075000,13.887832149776026
Ford,10,71877.0,Manual,second,petrol,299000,12.608202196848836
Maruti Suzuki,6,90000.0,Automatic,first,diesel,650000,13.384729180332174
Honda,9,121000.0,Manual,second,diesel,665000,13.407543823396258
Toyota,10,90000.0,Automatic,second,diesel,1351000,14.116356357134512
Maruti Suzuki,5,94000.0,Manual,second,petrol,400000,12.899222326086994
Hyundai,10,90000.0,Manual,first,petrol,430000,12.971542813248437
Hyundai,8,88883.0,Automatic,first,petrol,815000,13.610944619216111
Maruti Suzuki,5,99000.0,Manual,first,hybrid/cng,400000,12.899222326086994
Maruti Suzuki,9,81000.0,Manual,first,diesel,396000,12.889172015485954
Hyundai,5,300000.0,Manual,second,diesel,1069000,13.88223512546044
Mahindra,9,92000.0,Manual,second,diesel,945000,13.758941264676379
Toyota,0,4500.0,Automatic,first,diesel,4100000,15.226497775576945
Maruti Suzuki,5,48000.0,Automatic,second,petrol,590000,13.28787951079572
Mahindra,13,124000.0,Manual,first,diesel,485000,13.091906231773164
Mahindra,5,74520.0,Automatic,first,diesel,1700000,14.346139397261565
Volkswagen,8,75475.0,Automatic,first,petrol,775000,13.560619598657233
Maruti Suzuki,8,58000.0,Manual,first,hybrid/cng,370000,12.821260987319457
Maruti Suzuki,5,35000.0,Automatic,first,diesel,900000,13.710151153416941
Toyota,11,82000.0,Manual,second,diesel,349000,12.762830066509972
Maruti Suzuki,15,95334.0,Manual,first,hybrid/cng,120000,11.695255355062795
Tata,9,90000.0,Manual,second,hybrid/cng,200000,12.206077645517674
Audi,11,31000.0,Automatic,second,diesel,1550000,14.253766134056512
Maruti Suzuki,6,44197.0,Manual,second,hybrid/cng,525000,13.171155446333852
Hyundai,11,80000.0,Manual,first,hybrid/cng,195000,12.180759965737863
Toyota,11,150000.0,Manual,second,diesel,675000,13.42246945133505
Skoda,9,106000.0,Automatic,second,petrol,1025000,13.840204146163925
Hyundai,6,40000.0,Automatic,second,petrol,590000,13.28787951079572
Maruti Suzuki,9,60000.0,Manual,second,petrol,160000,11.982935344196433
MG,5,57000.0,Manual,first,diesel,1451000,14.187764221045963
Hyundai,6,66000.0,Automatic,second,diesel,1000000,13.815511557963774
Toyota,4,45000.0,Automatic,first,diesel,2699000,14.808392262507668
Maruti Suzuki,2,40000.0,Automatic,first,petrol,765000,13.547632419997361
Maruti Suzuki,2,300000.0,Automatic,first,petrol,650000,13.384729180332174
BMW,10,70000.0,Automatic,second,diesel,2271000,14.635731261422253
Maruti Suzuki,14,100000.0,Automatic,first,hybrid/cng,100000,11.51293546492023
Hyundai,14,85200.0,Manual,second,hybrid/cng,90000,11.407576060361786
Mercedes-Benz,11,69000.0,Automatic,first,diesel,1749999,14.375126345899696
Hyundai,8,40000.0,Automatic,first,petrol,715000,13.480039220276565
Hyundai,6,41000.0,Manual,second,petrol,250000,12.429220196836383
Honda,5,120000.0,Manual,second,petrol,399000,12.896719202134523
Mahindra,10,180000.0,Manual,second,diesel,810000,13.60479076121576
Toyota,4,120602.0,Manual,first,diesel,1775000,14.389311544271775
Honda,3,30000.0,Manual,first,petrol,1025000,13.840204146163925
Skoda,7,87000.0,Automatic,second,diesel,1250000,14.038654909278163
Maruti Suzuki,11,85000.0,Manual,second,hybrid/cng,295000,12.59473402514672
Honda,11,78000.0,Automatic,second,hybrid/cng,425000,12.959846800844963
Tata,5,52000.0,Automatic,first,hybrid/cng,685000,13.437175577097312
Honda,6,68500.0,Manual,first,petrol,850000,13.652992804936396
Mahindra,9,65200.0,Manual,second,diesel,649000,13.38318953651709
Honda,13,120000.0,Manual,first,petrol,450000,13.017005083966255
Honda,5,70000.0,Automatic,second,petrol,540000,13.199326270390594
Hyundai,1,76652.0,Automatic,first,hybrid/cng,710000,13.47302165746721
Toyota,9,65000.0,Automatic,first,petrol,650000,13.384729180332174
Mercedes-Benz,11,28000.0,Automatic,second,petrol,3800000,15.150511887854474
Honda,14,117000.0,Manual,first,hybrid/cng,225000,12.323860125621126
Maruti Suzuki,3,76000.0,Manual,second,hybrid/cng,485000,13.091906231773164
Toyota,10,63000.0,Automatic,second,hybrid/cng,900000,13.710151153416941
Maruti Suzuki,7,50000.0,Automatic,first,petrol,425000,12.959846800844963
Maruti Suzuki,8,160000.0,Manual,second,diesel,430000,12.971542813248437
Honda,16,125000.0,Manual,second,hybrid/cng,125000,11.736077016252437
Hyundai,5,85599.0,Manual,first,petrol,875000,13.681980308196241
Maruti Suzuki,5,300000.0,Manual,second,petrol,335000,12.721888795877375
Maruti Suzuki,7,52685.0,Automatic,first,hybrid/cng,299000,12.608202196848836
Hyundai,12,88000.0,Automatic,first,hybrid/cng,440000,12.994532278619134
Toyota,8,160000.0,Manual,first,diesel,1450000,14.187074804051692
Maruti Suzuki,2,31000.0,Manual,first,hybrid/cng,995000,13.81049902116535
Honda,16,119000.0,Automatic,second,hybrid/cng,145600,11.888625282853006
Fiat,9,60000.0,Manual,second,diesel,369000,12.818554633046093
Maruti Suzuki,4,70000.0,Manual,first,hybrid/cng,699000,13.457407451830088
Tata,7,49000.0,Automatic,second,petrol,400000,12.899222326086994
Hyundai,5,71001.0,Manual,first,diesel,476000,13.073175234051686
Maruti Suzuki,2,10000.0,Manual,first,petrol,620000,13.3374763699232
Toyota,13,120000.0,Manual,first,diesel,553000,13.223115088821102
Maruti Suzuki,17,80000.0,Manual,second,hybrid/cng,80000,11.289794413577894
Hyundai,0,2300.0,Manual,first,petrol,725000,13.493928313146206
Honda,10,71000.0,Manual,second,petrol,751000,13.529162262303307
Maruti Suzuki,1,21000.0,Manual,first,petrol,555000,13.22672519452875
Hyundai,3,68500.0,Manual,first,diesel,1095000,13.90626583447433
Maruti Suzuki,6,63500.0,Manual,first,hybrid/cng,380000,12.847929163278053
Maruti Suzuki,4,138000.0,Automatic,first,hybrid/cng,610000,13.321215875492413
Maruti Suzuki,5,62000.0,Automatic,second,hybrid/cng,820000,13.617060838751888
Maruti Suzuki,7,52000.0,Automatic,first,hybrid/cng,350000,12.765691290604371
Honda,7,100000.0,Automatic,second,hybrid/cng,610000,13.321215875492413
Maruti Suzuki,6,110000.0,Automatic,first,petrol,585000,13.279368835614243
Toyota,5,114000.0,Manual,second,diesel,795000,13.586098651497313
Mahindra,3,8500.0,Manual,second,diesel,1095000,13.90626583447433
Hyundai,11,80000.0,Manual,second,hybrid/cng,199999,12.206072645530174
Maruti Suzuki,6,55000.0,Manual,first,hybrid/cng,435000,12.983103608918753
Maruti Suzuki,6,66000.0,Automatic,second,hybrid/cng,550000,13.217675375388819
Honda,5,60000.0,Manual,first,hybrid/cng,530000,13.180634172318978
Hyundai,9,61000.0,Automatic,first,hybrid/cng,475000,13.07107218827772
Honda,11,85000.0,Automatic,second,hybrid/cng,475000,13.07107218827772
BMW,4,250000.0,Automatic,first,petrol,10000000,16.118095750958314
Toyota,6,99000.0,Manual,first,diesel,1289000,14.069378057716214
Hyundai,12,80000.0,Manual,second,diesel,355000,12.779875885354993
BMW,7,68000.0,Automatic,second,diesel,3749000,15.13699996245581
Honda,9,47000.0,Automatic,second,petrol,349000,12.762830066509972
Toyota,6,60000.0,Automatic,second,diesel,2025000,14.521080752349816
Maruti Suzuki,4,48000.0,Manual,first,hybrid/cng,480000,13.081543466215237
Hyundai,9,60000.0,Manual,second,hybrid/cng,290000,12.577639650232573
Maruti Suzuki,3,28000.0,Manual,first,hybrid/cng,590000,13.28787951079572
Hyundai,13,300000.0,Automatic,first,petrol,190000,12.154784614286667
Mahindra,11,81000.0,Manual,first,diesel,581000,13.272507757002963
Mahindra,6,46500.0,Automatic,second,diesel,625000,13.345508528717259
Maruti Suzuki,13,81785.0,Manual,second,petrol,265000,12.487488878546145
Hyundai,6,51000.0,Manual,first,diesel,845000,13.647093089770562
Maruti Suzuki,7,23110.0,Automatic,first,hybrid/cng,425000,12.959846800844963
Toyota,1,39500.0,Automatic,first,hybrid/cng,3800000,15.150511887854474
Maruti Suzuki,1,25000.0,Manual,first,hybrid/cng,1085000,13.897091466615258
Hyundai,8,45000.0,Manual,second,hybrid/cng,385000,12.861001210669146
Tata,12,70000.0,Manual,second,petrol,70000,11.156264806643742
Maruti Suzuki,8,199995.0,Manual,first,hybrid/cng,300000,12.611541086966115
Audi,9,68000.0,Automatic,first,diesel,890000,13.698977865303197
Land Rover,11,104605.0,Automatic,second,diesel,1550000,14.253766134056512
Maruti Suzuki,8,49000.0,Manual,second,petrol,360000,12.793862088206213
Mini,6,39000.0,Automatic,first,petrol,3100000,14.946912992035967
Tata,5,52000.0,Automatic,first,hybrid/cng,525000,13.171155446333852
Jeep,6,145000.0,Manual,first,diesel,990000,13.805461232211272
Maruti Suzuki,2,32000.0,Automatic,second,petrol,650000,13.384729180332174
Honda,11,75000.0,Automatic,second,hybrid/cng,435000,12.983103608918753
Toyota,4,300000.0,Automatic,first,diesel,3950000,15.18922639004183
Volkswagen,7,100000.0,Manual,first,petrol,450000,13.017005083966255
Maruti Suzuki,13,71772.0,Manual,first,petrol,185000,12.128116509451258
Maruti Suzuki,7,300000.0,Manual,first,petrol,765000,13.547632419997361
BMW,2,61000.0,Automatic,first,petrol,3350000,15.024471202308668
Maruti Suzuki,6,47500.0,Automatic,second,petrol,650000,13.384729180332174
Hyundai,8,147000.0,Manual,first,petrol,515000,13.151924121391561
Hyundai,5,99250.0,Manual,second,diesel,999999,13.815510557964274
Honda,8,300000.0,Manual,first,petrol,399000,12.896719202134523
Maruti Suzuki,13,60000.0,Manual,second,petrol,135000,11.813037464800539
Hyundai,10,74000.0,Manual,second,petrol,390000,12.873904582205107
Jeep,6,86000.0,Manual,second,diesel,799000,13.591117476312084
Toyota,5,59000.0,Manual,first,petrol,575000,13.26212705890841
Maruti Suzuki,2,32000.0,Manual,first,hybrid/cng,1550000,14.253766134056512
Hyundai,5,300000.0,Manual,first,hybrid/cng,585000,13.279368835614243
Maruti Suzuki,10,78000.0,Manual,second,diesel,685000,13.437175577097312
Maruti Suzuki,5,22000.0,Manual,first,petrol,320000,12.676079399771027
Maruti Suzuki,6,45000.0,Manual,first,hybrid/cng,760000,13.541075028051122
Tata,1,21342.0,Automatic,first,diesel,2585000,14.765236452771788
Kia,5,28832.0,Manual,first,petrol,1250000,14.038654909278163
Nissan,7,50000.0,Manual,second,hybrid/cng,499000,13.120363378739663
Ford,5,55000.0,Manual,first,diesel,490000,13.102162710901053
Hyundai,12,46521.0,Manual,first,petrol,240000,12.388398368982115
Hyundai,5,56000.0,Automatic,first,hybrid/cng,611000,13.322853874813605
Maruti Suzuki,1,50000.0,Manual,second,hybrid/cng,600000,13.304686600863562
Maruti Suzuki,7,62500.0,Automatic,second,hybrid/cng,345000,12.75130259456002
Maruti Suzuki,4,43000.0,Automatic,second,petrol,600000,13.304686600863562
Hyundai,14,134368.0,Automatic,second,hybrid/cng,105000,11.561725152903833
Maruti Suzuki,6,76491.0,Automatic,second,hybrid/cng,440000,12.994532278619134
BMW,10,64000.0,Automatic,second,diesel,1229000,14.021712202217492
Hyundai,7,63000.0,Automatic,first,hybrid/cng,549000,13.215855541983634
Maruti Suzuki,10,84000.0,Manual,second,petrol,238000,12.380030154325457
Mahindra,12,80000.0,Automatic,second,diesel,410000,12.923914877701906
Tata,8,70000.0,Manual,second,diesel,475000,13.07107218827772
Toyota,5,90000.0,Automatic,first,petrol,620000,13.3374763699232
Toyota,8,140000.0,Manual,first,diesel,1325000,14.096923772119156
Maruti Suzuki,6,62000.0,Manual,second,hybrid/cng,570000,13.25339339419516
Hyundai,2,89000.0,Automatic,first,diesel,1651000,14.316892328595602
Kia,5,79273.0,Manual,first,petrol,950000,13.76421831620775
Maruti Suzuki,10,56000.0,Manual,second,petrol,345000,12.75130259456002
Hyundai,7,43000.0,Manual,second,petrol,190000,12.154784614286667
Maruti Suzuki,14,70000.0,Manual,second,petrol,255000,12.449022745701502
Maruti Suzuki,10,70000.0,Manual,second,petrol,235000,12.367345048436391
Chevrolet,11,70000.0,Manual,second,hybrid/cng,269000,12.502470376049185
Maruti Suzuki,7,81000.0,Automatic,second,diesel,800000,13.592368256649284
Audi,9,73930.0,Automatic,second,diesel,1499000,14.22030944419592
Hyundai,11,59000.0,Manual,second,petrol,98000,11.49273296168228
Chevrolet,13,142000.0,Automatic,first,hybrid/cng,180000,12.100717685412471
Honda,12,72000.0,Manual,second,hybrid/cng,259000,12.464587201678082
Maruti Suzuki,12,52000.0,Manual,second,hybrid/cng,260000,12.468440756144114
Toyota,11,170000.0,Manual,second,diesel,1250000,14.038654909278163
Ford,6,40230.0,Automatic,first,hybrid/cng,775000,13.560619598657233
Maruti Suzuki,6,300000.0,Automatic,first,diesel,699000,13.457407451830088
Hyundai,6,81000.0,Automatic,second,hybrid/cng,355000,12.779875885354993
Hyundai,3,88000.0,Manual,first,hybrid/cng,575000,13.26212705890841
Hyundai,2,20012.0,Automatic,first,petrol,1645000,14.31325155008416
Hyundai,13,300000.0,Manual,second,hybrid/cng,155000,11.951186847493476
Maruti Suzuki,6,80000.0,Automatic,second,hybrid/cng,350000,12.765691290604371
Honda,3,60180.0,Automatic,first,petrol,1170000,13.972515161474428
Maruti Suzuki,12,148000.0,Manual,second,diesel,240000,12.388398368982115
Maruti Suzuki,5,59000.0,Manual,first,hybrid/cng,525000,13.171155446333852
Hyundai,14,68000.0,Manual,first,hybrid/cng,111000,11.6172944892629
Datsun,10,23000.0,Manual,second,petrol,249999,12.429216196844383
